1;40;;;C;SII
2;40;;;C;SIII
3;40;;;C;SIV
4;40;;;C;SIV 
5;40;;;C;
6;40;;;D;A1
7;40;;;D;A3
8;40;;;D;B1
9;40;;;D;B3
10;40;;;E;F1
11;40;;;E;F2
12;40;;;E;F3
13;40;;;C ;SIII
14;40;;;C-D;
15;40;;;C;A1
16;40;;;B;
17;40;;;D;E2
18;40;;;D;F1
19;40;;;D;G1
20;40;;;C ;SII
21;40;;;D;E1
22;40;;;C;SI
23;40;;;D;C1
24;40;;;D;D2
25;40;;;D;G2
26;40;;;C ;SIV
27;40;;;D;A2
28;40;;;D;B2
29;40;;;E;E1
30;64;;;B;
31;40;;;;SII
32;40;;;B-C;
33;40;;;B;SII
34;40;;;B;SIV
35;40;;;C-E;
36;40;;;E;A2
37;40;;;E;A3
38;40;;;E;C2
39;40;;;E;E4
40;40;;;E;B1
41;40;;;E;D2
42;40;;;E;D1
43;40;;;E;D3
44;40;;;E;E2
45;40;;;E;E3
46;40;;;E;A1
47;40;;;E;C3
48;40;;;F;A2
49;40;;;F;Eingang
50;40;;;E;C1
51;40;;;F;C1
52;40;;;E;
53;40;;;B;SI
54;40;;;B;SII, SI
55;40;;;B, C;SI, SII, SIII
56;40;;;C, F;SII, A1, C1, C2, D1
57;40;;;F;E2
58;40;;;F;
59;64;;;A;SI
60;64;;;B;SI-O, SII-S
61;64;;;B;SII-S
62;64;;;B;SII-N
63;40;;;A;SI
64;40;;;D;G2, E2
65;40;;;D, C;B1, SI
66;64;;;J;SII-S
67;40;;;B-C;SII
68;40;;;B;SIII
69;40;;;E;B2, F3, C3, F1
70;40;;;B, E, E, E;SI, F3, E3, A1
71;40;;;C, D, F, F, F, F, F, F,;SIV, C2, B1, D1, E1, C1, A3, A2
72;40;;;C, C, E;SIII, SIV, C1
73;40;;;D, C, A, E, D, F, F, F, E, F, F, F, F, D;A1, SII, A, F3, B1, B1, D1, A1, B3, E1, C1, A3, E2, F2
74;40;;;C, D, E, F, F, C-F;A1, SII, D3, C1, A3, C-F
75;40;;;E, E, E, F;F2, F1, E3, B3
76;40;;;B, E, E, E, E, E;SI, F2, F3, F1, E3, D3
77;40;;;E;E2, E3, E1, D2, B3
78;40;40;;F;/, A3, A2, C1
79;40;;;C, D, E, E, E, E, E, E, E, E, E;SI, C1, F2, B2, B1, F1, E1, D2, A3, D3
80;40;40;;E, E, F, E, E, E, C-E, E, E, E;F2, B2, B1, C3, B1, F1, C-E, C2, A2, D3, /
81;40;40;;C, C, C, C, C, D, /;SIII, SI, SI, SIV, SII, A1, /
82;40;;;C, C, C, C, D;SIII, SIV, SII, SII, A3
83;40;;;C, C, D;SIII, SIV, B1
84;40;;;C, C, D, C;SIII, SII, A1, SII
85;40;;;C, C, C-F;SII, SII, C-F
86;40;;;C, C, D, E;SIII, SIV, A1, B2
87;40;;;E;B1, F1, E3, E1, C2
88;40;;;E;F2, F3, E3
89;40;;;E;C3, F1, D2, D1
90;40;40;;C, C, C, D, C, /, D, F, F;SIII, SI, SIV, A1, /, SII, B2, A3, A2
91;40;;;C, C, C, E, E;SIII, SII, SII, B2, A2
92;40;;;C;SIII, SIV, SII
93;40;;;C, C, C, C, E, E, E, E, E, E, D;SIII, SIV, SII, SII, B2, E3, E1, D2, A1, A3, G2
94;40;;;C, C, D, C;SIII, SIV, A1, SII
95;40;;;C, C, C, D, C, E;SIII, SI, SIV, A1, SII, A2
96;40;;;C, C, D, C-E;SIII, SIV, A1, C-E
97;40;;;C, C, C, B, D, D, E, E;SIII, SII, SII, SII, B1, B1, A2, D3
98;40, 64;;;C, C, D, C, D, E, C-F, B;SIII, SIV, A1, SII, B1, E3, C-F, SII-N
99;40, 64;;;C, C, B, B, B;SIII, SIV, SII-N, SII-N, SI-W
100;40;;;C, C, E, E, E, E, E, E, E;SIII, SIV, C3, F1, E1, D2, C2, A1, D1
101;40;;;C, C;SIII, SIV
102;40;;;C, C, C, D, C, D, F, D;SIII, SIV, SII, A1, SII, B2, A2, E2
103;40;;;C, C, C, D, C;SI, SI, SIV, A1, SI
104;40;40;;C, C, C, D, C, /, D;SIII, SIV, SII, A1, SII, /, B2
105;40;;;C;SIV, SII
106;40;;;C;SI, SI, SI, SII
107;40;;;C, C, C, D, C, B, D;SI, SIV, SII, A1, SII, SII, B1
108;40;;;C, C, D, C, D, D, F;SIII, SIV, A1, SII, B2, C1, D1
109;40;;;C;SIII, SI, SIV
110;40;;;C, C, C, D, C;SIII, SIV, SII, A1, SII
111;40;;;C, C, C, D, C, D, D, E;SIII, SI, SIV, A1, SII, B2, B1, B1
112;40;;;C, C, D, C, D;SIV, SII, A1, SII, B1
113;40;;;C, C, E, E, E, E;SI, SIV, F3, B1, D2, A2
114;40;;;C, C, C, C, D;SIII, SI, SIV, SII, B2
115;40;;;C, C, C;SIII, SIV, SII
116;40;;;C, C, D, C, B, D, C-E, E;SIII, SI, A1, SII, SII, B1, C-E, A1
117;40;;;C, C, C, F;SIII, SIV, SII, A2
118;40;;;C, C, C, E;SIII, SIV, SII, D3
119;40;;;C, C, C, D, C, E, F;SI, SIV, SII, A1, SII, D1, A2
120;40;;;C, C, C, D, C, D, D, D, F;SIII, SIV, SII, A1, SII, B2, B1, B1, C2
121;40;;;C, C, C, B;SIII, SIV, SII, SII
122;40;;;C, D, C, E, E, E, D, F;SIV, A1, SII, B2, B1, A3, F1, B3
123;40;;;C, C, D;SIII, SIV, A3
124;40;;;C, D, C-F;SII, B1, C-F
125;40;;;C, C, C, D, C, E, E, F, C-F;SIII, SIV, SII, A1, SII, F2, A2, A2, C-F
126;40;40;;C, C, /, C, D, C, D, D;SIII, SIV, /, SI, A1, SII, B1, A2
127;40;;;C, D, E, E, E, E, E, F, F, F;SII, A2, C3, B1, F1, E3, A3, C1, A2, B3
128;40;;;E, E, E, E, E, E, E, E, E, E, E, E, F;F2, E2, C3, B1, E3, E1, D2, C2, A1, A3, D1, C1, B3
129;40;;;E, F, E, E, E, E, E, E, E, F;F2, D1, C3, E3, D2, C2, D1, D3, C1, B3
130;40;;;E;B1, E3, E1, C2, A1, D1, C1
131;40;;;C, E, E, E, E, C-E, E, E, E, E;SIV, F2, E2, B1, E1, C-E, D2, A1, A3, A2
132;40;;;C, C, C, C, D, C;SIII, SI, SIV, SII, A1, SII
133;40;;;C, E, E, C-E, E, E;SIV, F3, F1, C-E, D2, A1
134;40;;;C, A, E, E, E, E, E, B;SI, A, C3, B1, E1, A2, D3, B3
135;40;;;E, E, E, E, F, E, E, F, E;B1, E3, C2, A1, A1, D1, D3, A3, C1
136;40;;;E, E, E, E, E, E, E, E, E, E, F;F2, C3, B1, E3, E1, D2, C2, A1, A3, D1, A3
137;40;;;E, E, E, E, C-E, E, F, F;F2, F3, F1, E3, C-E, D3, C1, B3
138;40;;;C, D, C, D, E, D, F, F;SII, A1, SII, D1, E2, B1, A2, B3
139;40;;;E, E, E, E, E, E, E, E, E;E2, F1, D2, A1, A3, A2, D1, D3, C1
140;40;;;E, E, E, E, E, E, E, E, E, E, E;F2, F1, E3, E1, D2, C2, A1, A2, D1, D3, C1
141;40;;;E;C3, B1, E1, D2, A1, D1, C1
142;40;;;E, E, E, E, C-E, E, E, E, E, E, F;F2, E2, C3, B1, C-E, D2, A1, A2, D1, D3, B3
143;40;;;C, C, C, C, E, E, E, E, C-E, E, E, E, E;SI, SI, SI, SII, C3, B1, E3, E1, C-E, D2, A1, A3, A2
144;40;;;C, C, D, F, D, E, E, F;SIII, SIV, D1, D1, A2, D2, A3, C1
145;40;;;C, D, C, D, D, D, C-F;SIII, A1, SII, C1, D1, B1, C-F
146;40;;;C, C, C, D, C, B;SIII, SIV, SII, A1, SII, SI
147;40;;;E, E, E, E, E, E, E, E, E, E;F3, C3, B1, E3, D2, C2, A1, A2, D3, C1
148;40;40;;C, C, D, C, /, B, E, E, E, E, E, E, E, F;SIII, SIV, A1, SII, /, SI, B2, B1, E1, D2, A1, A2, C1, B3
149;40;;;E, E, E, E, E, E, E, E, E, F, F;F2, F3, B1, F1, E3, E1, D2, A1, A3, A3, D2
150;40;;;A, E, E, E, C-E, E, E, E, E, E, E;A, F3, F1, E1, C-E, D2, C2, A1, A3, A2, B3
151;40;;;E, E, E, E, E, E, F, E, F, F;F2, F3, B1, E3, D2, A1, A3, C1, A2, B3
152;40;;;D, E, E, F, E, E, E, E, E;B3, E2, B2, D1, B1, E1, A1, A3, D1
153;40;;;C, E, E, E, E, E, E, E, E, E, E;SII, F2, B2, B1, F1, E3, C2, A1, A3, A2, D3
154;40;;;D, D, E, E, E, E, E, E, E, E;B1, A2, C3, B1, F1, E1, D2, C2, D1, C1
155;40;;;E;E2, B2, F3, C3, D2, D3, B3
156;40;;;E, E, A, F, E, E, E, E, E;F2, E2, A, D1, C3, F1, E3, A1, D3
157;40;;;C, D, C, D, D;SII, A1, SII, B3, B1
158;40;;;C, C, D, C, D, D;SIII, SIV, A1, SII, A3, B1
159;40;;;C, C, C, C, D, C, D, D, D;SIII, SI, SIV, SII, A1, SII, C1, B1, B1
160;40;;;E, E, E, E, F;F2, B2, F3, F1, B2
161;40;;;C, C, C, D, C, D, D, E;SIII, SIV, SII, A1, SII, C1, B1, C2
162;40;;;C, C, E, E, E, E, E, E, E, E, F;SIV, SII, E2, C3, F1, E3, D2, A2, D1, D3, B3
163;40;;;E, E, E, E, E, E, E, F;F2, B2, C3, B1, E3, D2, C2, C2
164;40;;;E, E, C-E, E;F1, E3, C-E, D3
165;40;;;E, E, E;C3, B1, D3
166;40;;;E, E, E, E, E, F;F3, C3, F1, E3, D3, B3
167;40;;;E, E, E, E, C-E, E, F;F2, B2, C3, B1, C-E, A1, A1
168;40;;;E, E;F1, D3
169;40;;;D, A, E, E, E, E, E, E, E, E, E, D;C1, A, F3, C3, F1, E3, E1, C2, A1, D3, C1, E2
170;40;;;C, D, C, D, E, C-E, E, E, E;SIV, A1, SII, B1, E1, C-E, A1, A3, A2
171;40;;;E, E, E, A, E, E, E, C-E, E, E, E;F2, E2, B2, A, F3, C3, E3, C-E, C2, A3, C1
172;40;;;/;
173;40;40;;/, B;/, SI
174;40;;;E, E, F;B2, F3, B3
175;40;;;C, C, D, C;SI, SIV, A1, SII
176;40;;;C, C, C, D, C, E;SIII, SIV, SII, A1, SII, A2
177;40;;;B, D;SI, B1
178;40;;;C, D;A1, SII, B1
179;40;;;C, D;A1, SII
180;40;;;C, D, C;SII, A1, SII
181;40;40;;D, C, /, D, D;A1, SII, /, A2, F1
182;40;;;;
183;40;;;C, D, D;SI, A2, B1
184;40;;;C, D;SIV, B1
185;40;;;C, D, C, C, D, D;SII, A1, SII, SI, B1, B1
186;40;;;E, E, E, F;C3, C2, D3, B3
187;40;;;E, F, F, F, F;F3, D1, A1, E1, C1
188;40;;;A, E, E;A, C3, C2
189;40;;;C, C, E;SI, SIV, F1
190;40;;;E, E, E;C3, B1, B3
191;40;;;E, E, F;F1, D3, B3
192;40;;;E, E;C2, D3
193;40;;;A, E, E, E, F;A, D2, D3, F2, B3
194;40;;;E, E, E, E, E, E, E, F;F3, C3, E3, D2, C2, A3, C1, B3
195;40;;;E, E, F;F3, D3, B3
196;40;;;E, E, F, F;E2, E3, A3, B3
197;40;;;E, E, E, F;F2, F3, C2, B3
198;40;;;A, E, E, E, E, E, E, E, F;A, C3, B1, D2, A1, A3, D3, C1, D2
199;40;;;C-E;C-E
200;40;;;D, C, E, E, E, E;A1, SII, F2, F3, F1, E3
201;40;;;E, E, E, F;C3, A2, D1, B3
202;40;;;C;SIII, SIV
203;40;;;E, E, E, E;C3, C2, A3, D3
204;40;;;F;B3
205;40;;;E, F, F;E3, A3, B3
206;40;;;E, E, E;B1, E3, A3
207;40;;;E;F3, D3
208;40;;;E, E, E, E;E2, E3, C2, D3
209;40;;;E, F;D3, B3
210;40;;;E;A1, D1, B3
211;40;;;E;A1, C1
212;40;;;E, E, E, F;F2, E2, F3, B3
213;;40;;;
214;40;;;E;F1, E1, D3
215;40;;;A, E, E, E;A, B1, D3, B3
216;40;;;E, E, C-E;F2, E2, C-E
217;40;;;C;SI, SII
218;40;;;E, A, E, E, E, E, F;F2, A, F3, C3, E3, D3, B3
219;40;;;C, C;SI, SI
220;40;;;C, C;SII, SI
221;;;;;
222;40;;;C, A;SI, A
223;40;;;F;D1
224;40;;;C, D;SIII, D1
225;40;;;C, D;SIII, A1
226;40;;;D, C;B1, SII
227;40;;;D, C, D;A1, SII, B1
228;40;;;D, C;/, SII
229;40;;;D;C2
230;40;;;D, C;A1, SII
231;40;;;C, D;SIV, A1
232;40;;;A;A
233;40;;;F;D1, C1
234;40;;;A, F;A, C1
235;40;;;C, C, C, D, D;SIII, SIV, SII, A1, B1
236;40;;;1;SIII, SIV
237;40;;;F;A3, A2, B2
238;40;;;C, F, F, F, F, F;SI, B1, D1, A1, E1, C1
239;40;;;C, D, D, F;SII, B2, B1, A1
240;40;;;C, D, C, D, A-B, D;SII, A1, SII, C1, A-B, B1
241;40;;;C, C, D, C, F;SIII, SIV, A1, SII, B1
242;40;;;C, C, C, C, D, E, E, E, E, F;SIII, SI, SIV, SII, C1, D2, A3, A2, C1, B3
243;40;;;C, D, C, C, D, F, F, F, F, F, C-F;SI, A1, SI, SII, B1, B1, A1, C1, C2, A2, C-F
244;40;;;C, D, D;SII, SII, B1
245;40;;;E, E, E, E, E, E, E, C-E, E, E, E, E, E, F, E, F;F2, E2, F3, C3, B1, F1, E3, C-E, D2, C2, A1, D1, D3, A3, C1, B3
246;40;;;E, A, E, E, E;F2, A, E3, C2, A3
247;40;;;F;C2, D2
248;40;;;C, C, C, D, C;SI, SI, SII, A1, SII
249;40;;;E;B1, A1
250;40;;;C, C, E;SIV, SI, F3
251;40;;;F, E, E, E, E, E;D1, C3, D2, C2, A1, D3
252;40;;;E, E, E, E, E, E, E, E, F;E2, F3, C3, B1, E3, D2, C2, A3, B3
253;40;;;E, E, F;E2, E3, A2
254;40;;;E, E, E, E, F, F;E3, E1, C2, A1, A3, B3
255;40;;;B, A-B;SI, A-B
256;40;;;E;E2, A, D2, A3, A2, D1, D3
257;40;;;C, C, D, C-F;SI, SI, SII, C-F
258;40;;;F;C1, A3, A2, C-F
259;40;;;C, E, E, E, E, E, E, C-E, E, E, E, E, D1, D3;SII, E2, C3, B1, F1, E3, E1, C-E, D2, C2, A1, A3, D1, D3
260;40;;;E;B2, A2
261;40;;;C;SIV, SII, A1, SII
262;40;;;C;SIII, SIV, A1, SII
263;40;;;C-F;C-F
264;40;;;C, C, C, C, C, E;SIII, SI, SIV, SII, SI, A3
265;40;;;E, E, E, E, E, E, E, F;C3, E3, E1, D2, A3, D3, B3, B3
266;64;;;B, B, B;SII-N, SII-S, SI-W
267;64;;;B;SI-W
268;64;;;;
269;64;;;B;SII
270;64;;;B;SI
271;64;;;A, B;A, SI-W
272;64;;;B;SII-N, SII, SII-S, SI-O
273;64;;;B;SII, SI-O
274;64;;;A;A
275;64;;;B, B, B, A;SII-N, SII, SII-S, A
276;64;;;B, B, B, A;SII-N
277;64;;;B, B, B, A, A, B, B;SII-N, SII, SII-S, A, A, SI, SI-W,
278;64;;;B;SII-N, SII
